,score,target,predicted_proba
36960,456.0807454842299,1,0.7457056068405717
11645,473.35980492600004,0,0.6170372579722893
65085,478.2514700725398,0,0.576265034892845
1431,443.8698395664843,0,0.8174306579524552
113633,404.67985060952566,0,0.9456926239267766
79137,538.0722087488103,0,0.1460692458785605
68963,514.4264692199209,0,0.27963548763632223
114813,446.7164513283212,0,0.8022441777660813
138358,448.0642087911003,0,0.7947290230041293
67173,536.2784271556319,0,0.15399546352152968
145008,506.9741866523172,0,0.33447946788107
1596,536.6468452170144,0,0.15233932496015565
40372,401.7265674061939,0,0.9507157485526634
51604,465.99735510226697,0,0.6752779436941748
112238,539.546945246065,1,0.139808695702622
34923,529.738637709201,0,0.18588858417059775
51646,531.2966188013283,0,0.17785542553154213
68511,515.8201050620854,0,0.2700103304347864
99883,508.2072660063124,1,0.3250347151454293
82536,514.02985529791,0,0.2824127611266441
107196,446.7164513283212,0,0.8022441777660813
109562,551.6228464429471,0,0.09661641261216675
124050,500.92456511402133,0,0.3826465281553206
60794,524.96415049962,0,0.2122395211207032
5275,532.379099739639,0,0.17243587231131133
50353,528.6527053416079,1,0.19165157127532534
38439,500.54514948687233,0,0.38575757665222504
100507,460.4778966258282,0,0.7157434512851227
43422,553.1879375702727,0,0.09198456793674742
10840,471.3421514740386,0,0.6334203046497751
79414,510.45919761714305,0,0.30815153971101283
142754,485.0538103351432,1,0.5179194117293638
108157,471.15801388805306,0,0.6349008687051081
62074,443.95531463877313,0,0.8169881490908135
5552,498.8896574363213,0,0.3994384228156576
62703,454.8544169552158,0,0.7536805952486619
99001,516.0475396276195,0,0.2684595147316805
33020,451.9363754890452,0,0.7719704749902234
132667,536.2578384065745,0,0.1540884486003567
126238,533.5446985313451,0,0.16674725854380798
138852,458.27994525796,1,0.7309838228089247
931,536.927632915201,0,0.1510869413979171
86947,512.571821263384,0,0.29276490389328136
36100,516.7290910200451,0,0.26384610100839884
57840,483.5638055748551,0,0.5307979585103099
67214,463.1304070680732,0,0.6966753036284081
81116,483.63528925137456,0,0.530180902766965
100905,532.0427488042571,0,0.1741057087723041
113898,525.6859639481974,0,0.20808708217137925
59690,513.8553376435622,0,0.2836400999010705
126909,522.5221239182843,0,0.2267342001669916
72569,421.3009626890432,0,0.9073091676458495
136071,535.8265996729119,0,0.15604662225212027
104948,501.47482316731623,0,0.3781517366402204
101803,497.48630770351474,1,0.41116070223814755
5019,520.0171777950945,0,0.24231492273338218
146481,545.5905791616177,0,0.11646540486748769
16987,523.6305370572921,0,0.22006989445184535
48407,406.1004889948116,1,0.9431077796030665
87508,523.036740903628,0,0.22362246626143026
124773,482.8140353573195,1,0.5372640366700686
131613,515.5112094622458,0,0.27212562446170635
105522,533.2572697308069,0,0.168135937090448
95895,497.23065111688135,0,0.413307543743064
37712,494.95705637928046,0,0.43253594018680425
92379,518.4912602925549,0,0.25215620875202227
71970,524.9240402938092,0,0.21247203265017223
93857,519.3106516884802,0,0.2468388927057621
59782,540.3446562807367,0,0.1365168492158506
106034,487.597697419896,0,0.4958860805035905
22371,491.81172605842727,0,0.4594633777029383
119660,492.08994230033494,0,0.4570696161383811
129712,553.2392597863134,0,0.09183611325925185
53587,525.1119349280899,0,0.21138444648684815
5889,458.3287176786924,1,0.7306512969421842
20275,538.8500138413535,0,0.1427388353763469
132111,450.6148675901944,0,0.7799321742211768
50063,525.3298202973081,0,0.21012837500031645
100131,488.10396525943554,0,0.49150032997617393
32201,513.2686125250223,0,0.2877899166882033
96192,502.8489863427501,0,0.3670193119747923
36504,511.28826459646586,0,0.30205977326189454
63196,519.2483675575902,0,0.24724041676744488
126247,547.5320100374934,0,0.10971837010649686
100719,529.738637709201,0,0.18588858417059775
99104,505.5022873704216,0,0.34592911427749284
45341,498.53683322844427,0,0.4023753296398948
99603,528.5216668165233,0,0.1923561236560192
76889,463.6495576994136,0,0.6928597740282599
149789,529.2880562927936,0,0.1882634110665906
12995,463.7928656299865,0,0.6918018291473442
143758,469.92708939278543,0,0.644731602585634
76264,510.7701472180487,0,0.30585877429527547
140641,459.2567897820028,0,0.7242745605625318
65373,474.22627180734014,0,0.6099167391207532
38748,532.9251548126304,0,0.16975198434438327
90406,462.6370110558565,0,0.7002766144967265
20802,526.4818233061584,0,0.20357845586018272
71931,476.12322290347873,0,0.5941670612332625
132503,538.6126237117842,0,0.1437485284250526
66359,533.5352480106636,0,0.16679277139656115
38211,492.639549597557,0,0.4523467423284009
62861,532.4276473043427,0,0.17219590460630693
61491,553.0266655987275,0,0.09245246785718675
96619,546.3487747161928,0,0.11378859527998
37639,526.7676313427911,0,0.20197717361798476
3054,517.8868656955963,0,0.25612667176118203
25259,532.350791003411,0,0.17257592284937834
75406,510.0642460876745,0,0.3110773741834215
33487,547.639255044129,0,0.10935583566576214
135328,446.7164513283212,0,0.8022441777660813
138108,537.1152754914218,0,0.1502547348102789
19451,529.9339092681206,0,0.1848665930214697
25455,528.5605240115387,0,0.19214699532241916
108671,473.0216631328084,0,0.619802683757204
91296,531.724475766695,0,0.1756975229767229
94784,523.2035087893381,0,0.22262061813591344
70811,492.7880435403855,0,0.4510721423886191
102663,494.7205157755066,0,0.4345491987331736
91452,532.5788243248047,0,0.17145033982451077
62301,533.3333314984916,0,0.1677675581676632
101080,532.6210751361986,0,0.17124242835488246
84848,476.63112973444396,0,0.5899155372462365
72139,523.4002377310966,0,0.22144290401801758
57988,531.155606336376,0,0.17857115960241415
44826,529.5167973770293,0,0.18705491159595747
58532,489.2184287265345,0,0.4818513974600296
73706,523.2789022787296,0,0.22216874886066837
125414,514.8955496313891,0,0.27637242993174677
55370,458.48727912002386,0,0.7295684481339652
44483,543.679165915145,0,0.1234571305964235
110481,455.6593121090206,0,0.7484653274768072
50932,511.3963871100474,0,0.3012703676607772
67157,511.70123297940034,0,0.2990510144019309
121684,488.0083564324975,0,0.4923285005180831
38854,465.665682338022,0,0.6777934228279434
33176,520.1540576481891,0,0.241445016373374
118405,513.8413123767241,0,0.28373887583909896
106486,457.2331874801814,0,0.7380576841523557
18791,514.7037536787215,0,0.27770377053201756
33673,541.9255900747207,0,0.13018575860798604
48664,545.6021351318395,0,0.11642419932191571
108612,531.0736360222611,0,0.17898824961492077
147843,505.821623234908,0,0.34342928263400546
82973,498.3379739009694,0,0.40403373951812216
10141,513.2407682026866,0,0.28798775241460306
24829,446.7164513283212,0,0.8022441777660813
56490,464.72282190497356,1,0.6848878994397638
112231,493.4730744198688,0,0.44520073347994366
41561,470.2029880486318,0,0.6425384001811704
113701,464.4209839494816,0,0.6871411567126294
71461,512.4792152202735,0,0.2934298802287542
116404,475.5070162202979,0,0.599306181191899
131643,398.3282145445237,1,0.9559503457552757
25573,518.5132183409324,0,0.2520127299190766
88993,542.1636190703238,0,0.12925445785938522
64738,482.2992792035813,0,0.5416962219398285
24624,531.7385862370204,0,0.17562670878229888
147640,536.8547174354849,0,0.15141134690020716
145799,456.4633573540878,0,0.7431828870566837
147484,525.7666324914604,0,0.2076267538939493
128855,500.22854637568986,0,0.38836076325561897
32758,530.8309906414684,0,0.1802273679920622
97880,545.5852431342449,0,0.11648443600807772
65986,453.4526405388993,0,0.7625881019041932
104108,533.6011058552406,0,0.16647581255234714
40758,509.58785323503537,0,0.31462670477110877
79106,451.8019398276358,0,0.772789601477495
120228,475.596155335187,0,0.598564088602774
117257,549.3940003431744,0,0.10357183734689952
58500,530.2582021631916,0,0.18317895230265313
111257,495.18306455859033,0,0.43061440417901387
52321,402.4478519793642,0,0.9495311832145369
118881,459.2102130977192,0,0.7245968060241039
55027,521.2956354651102,0,0.234273183098894
138875,538.0669446431496,0,0.14609200364037636
23108,534.3300189812165,0,0.16299985999241567
133796,515.9210646784073,0,0.26932121741018733
4493,425.93352895991455,0,0.8928951764507037
75452,543.161199241025,0,0.12541291258578233
140101,466.439592407655,0,0.67190813731597
20825,512.8357139841844,0,0.2908748233254143
48137,469.1564889466175,0,0.6508249940819186
135135,530.2280735426085,0,0.18333523858517708
33040,447.62059508205056,0,0.797225772985283
22169,535.1887151730762,0,0.15898026669456067
122002,516.603369170901,0,0.26469327368396306
94935,536.4137487101456,0,0.1533854519129622
137352,496.41458929060116,0,0.420182018037013
130668,485.91786916596885,0,0.5104390732077454
46429,493.2570247019592,0,0.44705092687079445
129481,511.3774795547013,0,0.3014083275918701
23259,511.28121539213646,0,0.30211128043168173
142037,514.3618560976149,0,0.28008679765012273
66859,476.8724234738051,0,0.5878909857997717
11188,551.3721374019851,0,0.09737745822003743
1936,423.8318996013416,0,0.8996641167069127
7569,533.1497973703347,0,0.1686575421843366
54121,512.1317648613799,0,0.29593266905895
99337,450.02883351753303,1,0.7833983826547409
68641,509.1944706920066,0,0.31757401295047394
44668,531.5956622774561,0,0.17634501967176783
133037,461.6675132784662,0,0.7072811481587167
6448,463.1262872726395,0,0.6967054751427293
144545,511.336319952901,0,0.3017087748572403
87973,514.6952154181955,0,0.27776313007623754
116799,485.9363804262743,0,0.5102787542035206
132049,546.837067735243,0,0.11209319397538903
33603,543.7593217657777,0,0.12315682342388257
5389,504.8480090062238,0,0.3510775015827426
124061,540.2535048999083,0,0.13688966771379166
100200,464.12069231158665,0,0.6893741332682565
40142,478.6335987398017,0,0.5730279493906986
100522,546.2925418378782,0,0.113985270081493
32997,544.3692712120317,0,0.12089213892072566
96287,550.1114499348982,0,0.10128591259733144
133116,505.79702282884,0,0.3436215539615798
95268,472.84029759579164,0,0.6212827610131723
12076,492.7109165576156,0,0.4517340839187786
97318,516.4666109322388,0,0.26561678925825116
90802,483.0177959336982,0,0.535507937065053
108082,456.31253279242156,0,0.7441792888539789
148130,479.6599226735899,0,0.5643034834386732
126695,522.1385823244374,0,0.22907318687388942
105835,528.8206657088155,0,0.19075138328162775
6523,525.2385066844142,0,0.2106541142826507
94314,547.097696021857,0,0.11119733084848331
110991,516.2485477839665,0,0.2670935968091979
74694,546.133712647083,0,0.11454237649702483
85645,445.51696447056037,0,0.8087565963550695
225,479.71683514002297,0,0.5638184690334129
74034,538.5017625474259,0,0.14422208728056282
137016,499.8465383990873,0,0.39151021243474277
85273,473.9056430282628,0,0.612557269947696
110464,528.2707499588989,0,0.19371072627283828
26998,522.0713890568079,0,0.22948469889842785
367,538.3572948327864,0,0.144841146965515
40724,434.91478080511894,0,0.8592887031494916
136570,413.5634202980234,1,0.9275316143876852
19410,523.3702671299559,0,0.22162203421018153
95101,521.0612865277747,0,0.23573331069357525
90495,523.4862119230883,0,0.22092962304200506
131551,543.1382800850809,0,0.12550006283168463
121633,525.4904973699062,0,0.20920561448918834
137204,537.3965466564554,0,0.14901435118885567
73088,513.1569599637619,0,0.28858370386398463
59442,512.2411932507914,0,0.29514308917469584
51955,466.90533794795164,0,0.6683399564923518
118436,474.0064054154085,0,0.611728147970259
140550,534.3272864384994,0,0.1630127807818086
110671,476.6423405514855,0,0.5898215408837486
79325,516.4134337161004,0,0.26597644487145977
73890,501.2327691444717,0,0.3801264310631715
137506,461.7470170905661,0,0.7067103612113554
132502,494.12390571064816,0,0.4396365586384982
104855,539.9556482632686,0,0.13811390840716495
107920,456.7903440125105,0,0.7410139896532123
149864,517.6641893861232,0,0.2575997955850403
56866,475.1047086414794,0,0.6026497259207638
137074,527.9981306267957,0,0.19519069335021325
38721,534.9302288280517,0,0.1601817240747935
125994,453.6229624607004,0,0.7615177392457161
140629,415.19605699509293,1,0.9236350776677893
109687,534.2877718815582,0,0.16319971700630795
32027,531.3957550790004,0,0.17735358869387643
12480,480.92149616556065,0,0.5535249861454355
91680,538.8637717520929,0,0.14268050036735677
130142,533.3228470589488,0,0.16781829761549738
74517,490.4148756435682,0,0.47150789845074753
139514,513.4526882756116,0,0.286484086480459
39731,467.4060811482949,0,0.6644819691518004
24138,532.9176913280155,0,0.1697884426861208
129361,465.21350933937396,1,0.6812062525506405
147648,526.3140315195554,0,0.20452292770792468
131266,466.5897248833506,0,0.6707600811676824
11705,522.9708602189597,0,0.22401912398609228
49162,525.7156027205756,0,0.20791786361672193
119600,529.5678149619728,0,0.18678618828927798
141482,484.1147874684229,0,0.5260395227452834
99916,492.15158173817963,0,0.4565395370874167
14658,512.3653856667751,0,0.294248464885079
92807,552.4153178827517,0,0.09424563872682346
40692,521.8600542957213,0,0.2307823585334138
49941,452.7184982016846,0,0.7671637544046352
107492,541.4737637857334,0,0.1319692471366711
25516,518.0041676621862,0,0.25535288090725516
55877,476.9364909108152,0,0.5873529312411598
66816,471.021013130993,0,0.6360007764304917
131008,464.01531383381075,0,0.6901556517306219
134800,512.6854083000791,0,0.2919504765694082
13698,527.4006766380538,0,0.1984639956830483
71133,499.5025015671994,0,0.394354370934388
49630,525.8474766796145,0,0.20716617770545903
110859,508.41939026486557,0,0.3234239331536086
57338,508.63007895754305,0,0.32182818644288086
23232,531.4497028517666,0,0.177080967171642
4285,521.8140326003737,0,0.23106562577643663
69059,505.7049107878231,0,0.34434193632501886
66713,469.9870173886951,0,0.6442557294729737
11672,419.29983403498,1,0.9129793267262156
143582,510.82205200834034,1,0.30547698835953013
64224,501.8624751483105,0,0.37499766826270836
133089,486.1031708979272,0,0.5088341538060642
66376,552.0464952298453,0,0.09534246323032827
36347,491.9568970784736,0,0.4582140915188653
38218,558.2070802293988,0,0.07845034526339136
79382,503.29661529087,0,0.3634227356442754
3756,516.5833904440933,0,0.26482805989502933
89970,530.0273798110735,0,0.18437893670358677
43299,531.9555432119025,0,0.1745407244591262
87866,525.6226367615562,0,0.2084489803229364
28871,474.83406305771257,0,0.6048936789115643
131158,464.2755602323285,0,0.6882236239367903
102380,525.7148181825212,0,0.20792234152250363
4651,529.0821653430417,0,0.1893563076255022
106657,444.4554063525366,0,0.8143824650544437
137453,422.87996887187774,1,0.9026031848466987
79475,524.7362497902819,0,0.21356309302114057
40179,509.68526924212813,0,0.31389913203227054
26975,533.235545840387,0,0.16824126767282996
36042,537.0210577200079,0,0.1506721238973118
12154,490.48517697550847,0,0.47090080418679736
104184,505.85253900318673,0,0.34318772462082847
131117,442.7088972332384,0,0.8233587563629463
93168,549.7368507589703,0,0.10247381468663357
105888,524.0358086572808,0,0.21766859327296612
131508,519.9315394717235,0,0.24286025911993844
53074,551.773755435703,0,0.0961608821556566
98991,506.10748089105874,0,0.34119885856845206
1395,521.925358461074,0,0.23038082347841418
65608,528.1422626934914,0,0.19440717978000305
135077,487.22870866529485,0,0.4990830326304207
145228,515.5368073364195,0,0.27194993835529946
3939,539.4268651135216,0,0.14030993685695853
77311,516.2519374391725,0,0.2670706008727844
35351,518.4487651940115,0,0.25243403504204914
130834,542.9281893987583,0,0.126301353196994
119343,405.9844898761751,0,0.9433231028011642
111880,457.68309592097955,0,0.7350320123262095
128523,456.4281108162391,0,0.7434159657330853
121286,417.9971558785889,1,0.9164999595919056
119757,519.5216433147375,0,0.24548196410192707
4828,451.78739522128365,0,0.7728780981999196
134366,506.70177422818244,0,0.33658435721891417
73031,527.0430666164464,0,0.2004429255834282
119901,472.47999014432014,0,0.6242164239414288
97394,470.4769620500139,0,0.6403545732396554
54473,531.7428983221995,0,0.17560507281986218
115739,513.0882296818592,0,0.2890729841993123
105181,462.49809776223526,1,0.701286123372151
62852,548.4838382702648,0,0.10653735107697679
93464,521.6657268522932,0,0.23198011343262606
31494,549.5427896620306,0,0.1030940479169398
43575,517.8165032601123,0,0.2565915596800184
44754,421.06799572141784,0,0.90798595721188
46369,464.6675519093693,0,0.6853011520032685
83087,533.7278525706711,0,0.16586716619942066
29883,499.37368354089494,0,0.3954211672710572
28820,524.5166445043869,0,0.21484416656136202
34536,552.8537331501748,0,0.09295657243532948
72811,458.4387646996416,0,0.729900053853215
19392,534.5715772879632,0,0.16186091138017028
55592,499.88005902500964,0,0.3912334869280811
76538,552.6889394392415,0,0.09343924643037263
84632,459.4544880593601,0,0.7229041692561944
78584,540.9612450893592,0,0.13401734125097614
47460,484.85979373056085,0,0.5195980697750455
103670,465.4994739267498,0,0.6790501310598899
121119,523.1990077670869,0,0.2226476156526205
117347,534.1103790386434,0,0.164041057141174
112024,468.9472242544607,0,0.6524713438013258
148061,458.8055518012628,0,0.7273866480421307
117686,528.9621970009484,0,0.18999535429127953
56927,537.3116578597683,0,0.1493878115810269
115158,531.7451743985168,0,0.1755936534131701
118224,513.1141096542524,0,0.2888886908708375
277,545.0794891309808,0,0.1183005161933127
49281,536.8050676669516,0,0.151632569152229
18468,540.0487813369409,0,0.13773013107491172
6064,532.7763530458244,0,0.17048004167457784
138531,474.0001666397381,0,0.6117795024949363
75546,429.93515445680725,0,0.8788915839055501
48275,467.5274574840962,0,0.6635434816192879
60469,453.77023644446984,0,0.7605895495289962
20058,519.5183726297397,0,0.2455029600712026
145855,519.0476600950456,0,0.2485372891365408
107954,513.9222668255455,0,0.2831690230300543
23325,449.9332809658677,0,0.7839597851371368
76291,468.62352318536136,0,0.6550108242952851
19163,521.8793116101358,0,0.23066390037200302
37727,517.0405235393831,0,0.26175502919939636
30477,523.9728813817393,0,0.21804020400754215
88432,510.6001904900557,0,0.3071107568270109
128447,523.4795540920106,0,0.22096934099385004
120563,549.9663569145181,0,0.10174456458240906
46604,509.54399577084104,0,0.3149545614577937
115569,543.1177593187291,0,0.12557813719207628
4624,547.0026841330312,0,0.11152318938974598
82534,537.2700751504925,0,0.14957103223801477
63146,416.95838128886413,0,0.9192140607030153
62673,470.88208123579665,0,0.6371147384589693
88252,497.5620529319596,0,0.41052528702432656
65801,446.7164513283212,1,0.8022441777660813
145661,449.9765645106152,0,0.7837056108440604
26761,520.519672578214,0,0.23913189516244635
57350,497.48911286712,0,0.41113716484860435
145013,521.1454427472536,0,0.23520824620068734
12243,504.0410412490246,0,0.3574753162455823
83418,502.5869523099217,0,0.3691316058911113
86671,503.3826525542565,0,0.3627331819040455
101492,515.1557842680446,0,0.2745723474739469
128239,534.0616553039525,0,0.16427275386335596
132757,508.7517087303147,0,0.32090885424017196
60636,499.01423853114466,1,0.398403123825395
79907,503.911200587654,0,0.35850955296179277
35719,551.7135043247815,1,0.09634252417550503
30744,417.48096658769947,1,0.9178588615559216
60595,535.4357942843518,0,0.15783867215423147
113430,509.336029930531,1,0.31651171875355666
2115,469.33191023806313,0,0.6494421213386247
19538,487.49176978204565,0,0.49680382424529707
39595,509.0450999308868,1,0.318696990142659
93521,513.3770714755219,0,0.2870200815055621
71635,532.4186931969843,0,0.1722401443222051
19818,507.20741374003313,0,0.3326825742985169
73243,451.675496566076,1,0.773558131931575
149936,464.1485558304447,0,0.6891673080820883
15646,519.2590730658089,0,0.24717137088515723
85431,516.1231659695759,0,0.26794508981295084
133299,543.9336325983367,0,0.12250592779767543
117481,547.136717443796,0,0.11106374209198547
25291,476.19025694750894,1,0.5936067341984853
109230,506.6658978811976,0,0.33686205442685246
31567,527.6270296727843,0,0.19721902757844678
70902,544.7432197075716,0,0.11952153221119219
109043,532.7045482241911,0,0.17083225478104466
68485,527.7339017014662,0,0.19663326971105718
133678,523.8529965308263,0,0.21874943749208114
89348,538.3210580266507,0,0.14499677141406225
70977,427.89536482344,0,0.8862170413737606
2994,400.53432919020156,0,0.952616139758396
34775,504.34316169705124,0,0.3550739418795981
137511,488.5575726381835,1,0.48757186310963296
139327,468.75075783098146,0,0.6540136959776838
73619,450.0294451610668,0,0.7833947856515017
43312,470.0442780529601,0,0.6438007704796747
24754,525.78006252017,0,0.20755018957578875
44157,507.91834327162354,0,0.327235341319617
125937,475.49045778019445,0,0.5994439819242118
557,516.2821181020008,0,0.2668659061592766
20616,489.1030113585027,0,0.48285016641769346
96753,459.9714150419107,0,0.7193011920889247
132521,515.6101803516356,0,0.2714467506442731
137765,504.47089433908286,0,0.35406085465819365
30471,457.5339555671724,1,0.7360374659733682
74705,521.5583356249282,0,0.2326438877346603
45530,427.1236178151052,0,0.8888863503682254
136942,520.0515800652045,0,0.2420960871206127
66884,531.5290350581121,0,0.17668066467317606
83409,511.2507276634388,0,0.3023341056979134
51589,434.11371654569894,0,0.8626121804055897
19337,477.5258236962034,0,0.5823939280193158
122519,480.8698170376979,0,0.5539675778624998
34079,529.3933917467007,0,0.18770615265044796
119726,496.6916626181882,0,0.41784434778148866
50466,485.6158011660779,0,0.5130548423948142
55161,530.9412465161685,0,0.1796634960454121
80840,497.1991985407623,0,0.4135718920440927
104512,489.28569011774766,0,0.4812694145983465
98084,459.6723337656859,0,0.7213892669682429
97212,475.3675541248167,0,0.6004663035633933
21164,519.7283394759955,0,0.24415754898023562
90701,458.5973765960002,1,0.7288149602093492
45442,519.2899103975548,0,0.24697255587230302
123364,497.26579785734333,0,0.41301220634566244
110452,506.32897534307267,0,0.33947544698414256
137366,458.5350890948818,0,0.7292414068968832
40699,511.1584464135625,0,0.3030091275570067
56192,498.13723746731677,0,0.40571002996972333
140885,525.0210001526747,0,0.2119102926151867
17523,525.9002978880437,0,0.20686565869706075
62605,553.1051329381644,0,0.092224543391159
51919,457.5339555671724,0,0.7360374659733682
123672,435.9383777540244,0,0.8549444271694265
142247,499.23993128009135,0,0.3965298805695879
20865,532.8642648912329,0,0.1700496071431049
29232,449.2547050916769,0,0.7879162906628874
134888,505.49835672084623,0,0.3459599376986495
74877,536.8327560746034,0,0.15150916643156767
143552,516.9787629496877,0,0.26216886093438224
55181,470.6997533134155,0,0.638574419825632
51031,400.2260843784184,1,0.9530960285773179
73234,452.34010190178054,1,0.7694980500190566
78848,481.60815403483167,0,0.5476365051187077
